run_id,name,faults,input_rate,committee_size,transaction_size,execution_time,batch_size,consensus_tps,consensus_bps,consensus_latency,end_to_end_tps,end_to_end_bps,end_to_end_latency,runs
1017,hotstuff,0.0,160020.0,42.0,128.0,101.0,120000.0,129987.0,16638385.0,4159.0,142758.0,18272981.0,6320.0,1
1181,hotstuff,0.0,160020.0,42.0,128.0,90.0,120000.0,148199.0,18969437.0,2592.0,147648.0,18898997.0,5905.0,1
1182,hotstuff,0.0,160020.0,42.0,128.0,99.0,120000.0,148309.0,18983540.0,2513.0,147752.0,18912241.0,5885.0,1
1183,hotstuff,0.0,160020.0,42.0,128.0,101.0,120000.0,135764.0,17377808.0,1496.0,135150.0,17299194.0,5131.0,1
1184,hotstuff,0.0,160020.0,42.0,128.0,99.0,120000.0,138240.0,17694704.0,2654.0,137459.0,17594784.0,6951.0,1
1185,hotstuff,0.0,160020.0,42.0,128.0,94.0,120000.0,158125.0,20239997.0,1154.0,157114.0,20110547.0,3858.0,1
1021,hotstuff,0.0,160020.0,42.0,128.0,11.0,120000.0,135331.0,17322414.0,3422.0,130278.0,16675532.0,4781.0,2
1022,hotstuff,0.0,160020.0,42.0,128.0,98.0,120000.0,47550.0,6086337.0,17314.0,47632.0,6096915.0,14540.0,2
1023,hotstuff,0.0,160020.0,42.0,128.0,101.0,120000.0,63492.0,8126938.0,14749.0,64070.0,8200985.0,14550.0,2
1187,hotstuff,0.0,160020.0,42.0,128.0,90.0,120000.0,141202.0,18073857.0,1037.0,140906.0,18035945.0,3191.0,2
1188,hotstuff,0.0,160020.0,42.0,128.0,101.0,120000.0,157238.0,20126458.0,1198.0,156327.0,20009883.0,4028.0,2
1189,hotstuff,0.0,160020.0,42.0,128.0,101.0,120000.0,157852.0,20205033.0,1089.0,156666.0,20053230.0,3643.0,2
1190,hotstuff,0.0,160020.0,42.0,128.0,98.0,120000.0,154117.0,19726995.0,1406.0,153438.0,19640048.0,4736.0,2
1191,hotstuff,0.0,160020.0,42.0,128.0,101.0,120000.0,156494.0,20031226.0,1164.0,156029.0,19971763.0,4011.0,2
1025,hotstuff,0.0,160020.0,42.0,128.0,13.0,120000.0,36989.0,4734643.0,7583.0,35900.0,4595200.0,8703.0,3
1027,hotstuff,0.0,160020.0,42.0,128.0,99.0,120000.0,74790.0,9573179.0,18153.0,77142.0,9874203.0,15490.0,3
1193,hotstuff,0.0,160020.0,42.0,128.0,101.0,120000.0,159130.0,20368613.0,634.0,158085.0,20234907.0,1052.0,3
1194,hotstuff,0.0,160020.0,42.0,128.0,101.0,120000.0,158956.0,20346408.0,635.0,158452.0,20281898.0,1057.0,3
1195,hotstuff,0.0,160020.0,42.0,128.0,101.0,120000.0,158763.0,20321641.0,635.0,158286.0,20260657.0,1051.0,3
1196,hotstuff,0.0,160020.0,42.0,128.0,100.0,120000.0,158456.0,20282321.0,683.0,157777.0,20195442.0,1186.0,3
1197,hotstuff,0.0,160020.0,42.0,128.0,101.0,120000.0,158983.0,20349825.0,632.0,158448.0,20281355.0,1052.0,3
1029,hotstuff,0.0,160020.0,42.0,128.0,13.0,120000.0,101006.0,12928814.0,4109.0,96270.0,12322601.0,5434.0,4
1031,hotstuff,0.0,160020.0,42.0,128.0,89.0,120000.0,24141.0,3090041.0,5762.0,24391.0,3122090.0,12350.0,4
1199,hotstuff,0.0,160020.0,42.0,128.0,101.0,120000.0,158839.0,20331361.0,727.0,157869.0,20207257.0,1553.0,4
1200,hotstuff,0.0,160020.0,42.0,128.0,100.0,120000.0,116470.0,14908159.0,1394.0,115596.0,14796255.0,4095.0,4
1201,hotstuff,0.0,160020.0,42.0,128.0,96.0,120000.0,142982.0,18301679.0,1966.0,141742.0,18142993.0,4924.0,4
1202,hotstuff,0.0,160020.0,42.0,128.0,101.0,120000.0,149324.0,19113431.0,1205.0,148526.0,19011336.0,3627.0,4
1203,hotstuff,0.0,160020.0,42.0,128.0,98.0,120000.0,116445.0,14904969.0,1420.0,115500.0,14784018.0,3980.0,4
1033,hotstuff,0.0,160020.0,42.0,128.0,9.0,120000.0,98236.0,12574159.0,3620.0,93731.0,11997571.0,4872.0,5
1205,hotstuff,0.0,160020.0,42.0,128.0,89.0,120000.0,135755.0,17376665.0,1768.0,135161.0,17300613.0,5136.0,5
1206,hotstuff,0.0,160020.0,42.0,128.0,93.0,120000.0,123110.0,15758136.0,9240.0,122526.0,15683274.0,12865.0,5
1207,hotstuff,0.0,160020.0,42.0,128.0,93.0,120000.0,136741.0,17502808.0,9379.0,135993.0,17407095.0,13293.0,5
1208,hotstuff,0.0,160020.0,42.0,128.0,95.0,120000.0,131491.0,16830890.0,10374.0,130760.0,16737300.0,14422.0,5
1209,hotstuff,0.0,160020.0,42.0,128.0,92.0,120000.0,155199.0,19865485.0,4029.0,153752.0,19680306.0,7987.0,5
1037,hotstuff,0.0,160020.0,42.0,128.0,13.0,120000.0,98665.0,12629118.0,3503.0,97166.0,12437215.0,4800.0,6
1038,hotstuff,0.0,160020.0,42.0,128.0,75.0,120000.0,13267.0,1698141.0,19608.0,13429.0,1718951.0,11400.0,6
1211,hotstuff,0.0,160020.0,42.0,128.0,101.0,120000.0,158669.0,20309649.0,768.0,158072.0,20233181.0,1208.0,6
1212,hotstuff,0.0,160020.0,42.0,128.0,101.0,120000.0,157984.0,20221964.0,782.0,157674.0,20182321.0,1228.0,6
1213,hotstuff,0.0,160020.0,42.0,128.0,101.0,120000.0,158287.0,20260704.0,764.0,158003.0,20224400.0,1205.0,6
1214,hotstuff,0.0,160020.0,42.0,128.0,101.0,120000.0,158144.0,20242411.0,783.0,157791.0,20197234.0,1234.0,6
1215,hotstuff,0.0,160020.0,42.0,128.0,101.0,120000.0,158426.0,20278536.0,784.0,157999.0,20223848.0,1239.0,6
1928,hotstuff,0.0,160020.0,42.0,128.0,101.0,120000.0,158656.0,20308030.0,689.0,157798.0,20198173.0,1112.0,7
1929,hotstuff,0.0,160020.0,42.0,128.0,101.0,120000.0,157277.0,20131492.0,1966.0,156300.0,20006348.0,4742.0,7
1930,hotstuff,0.0,160020.0,42.0,128.0,93.0,120000.0,153697.0,19673179.0,3499.0,152488.0,19518451.0,7104.0,7
1931,hotstuff,0.0,160020.0,42.0,128.0,87.0,120000.0,154246.0,19743537.0,3217.0,153636.0,19665344.0,6601.0,7
1932,hotstuff,0.0,160020.0,42.0,128.0,101.0,120000.0,152639.0,19537830.0,3804.0,152133.0,19473028.0,7319.0,7
1933,hotstuff,0.0,160020.0,42.0,128.0,101.0,120000.0,154246.0,19743537.0,3217.0,153636.0,19665344.0,6601.0,7
1934,hotstuff,0.0,160020.0,42.0,128.0,101.0,120000.0,158735.0,20318060.0,701.0,158132.0,20240859.0,1134.0,8
1935,hotstuff,0.0,160020.0,42.0,128.0,90.0,120000.0,156806.0,20071198.0,1463.0,155665.0,19925092.0,4514.0,8
1936,hotstuff,0.0,160020.0,42.0,128.0,90.0,120000.0,152020.0,19458595.0,1414.0,151537.0,19396728.0,4301.0,8
1937,hotstuff,0.0,160020.0,42.0,128.0,90.0,120000.0,155866.0,19950905.0,1450.0,155277.0,19875450.0,4497.0,8
